Company;Product;TypeName;Inches;ScreenResolution;Cpu;Ram (GB);Memory;Gpu;OpSys;Weight;Price_euros;Total Sales per Day (euros)
Dell;Latitude 5580;Notebook;15,6;1366x768;Intel Core i5 7300U 2.6GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,93;959;1918
Apple;MacBook Air;Ultrabook;11,6;1366x768;Intel Core i5 1.6GHz;4;256GB Flash Storage;Intel HD Graphics 6000;Mac OS X;1,08;959;1918
Dell;Inspiron 5567;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2,36;638,99;1916,97
Lenovo;Yoga 500-14ISK;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,8;638;1914
Dell;Inspiron 5370;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 530;Windows 10;1,4;955;1910
Dell;Latitude 3580;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,06;955;1910
Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;1,8;636;1908
HP;EliteBook Folio;Netbook;12,5;Full HD 1920x1080;Intel Core M 6Y75 1.2GHz;8;512GB SSD;Intel HD Graphics 515;Windows 10;0,97;1908;1908
HP;EliteBook 850;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,84;1900;1900
LG;Gram 14Z970;Ultrabook;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;0,98;1899;1899
Dell;XPS 13;2 in 1 Convertible;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 7Y75 1.3GHz;16;512GB SSD;Intel HD Graphics 615;Windows 10;1,22;1899;1899
HP;ZBook Studio;Workstation;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows 7;2;1899;1899
Asus;FX503VD-E4022T (i7-7700HQ/8GB/1TB/GeForce;Gaming;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,2;949;1898
Dell;Vostro 5370;Ultrabook;13,3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,41;949;1898
Lenovo;ThinkPad 13;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,4;949;1898
Lenovo;IdeaPad 320-17IKB;Notebook;17,3;1600x900;Intel Core i7 7500U 2.7GHz;6;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2,8;949;1898
HP;EliteBook 820;Ultrabook;12,5;1366x768;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 7;1,26;1895;1895
MSI;GS43VR 7RE;Gaming;14;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;1,6;1891;1891
MSI;GE73VR 7RE;Gaming;17,3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,8;1890;1890
Asus;UX410UA-GV350T (i5-8250U/8GB/256GB/FHD/W10);Notebook;14;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,4;941;1882
Asus;FX753VD-GC086T (i5-7300HQ/8GB/1TB;Gaming;17,3;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows 10;3;938;1876
Acer;ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;AMD A8-Series 7410 2.2GHz;8;256GB SSD;AMD Radeon R5;Windows 10;2,23;469;1876
Lenovo;ThinkPad L470;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,9;938;1876
Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB Flash Storage;Intel HD Graphics 620;Windows 10;1,13;1875;1875
Microsoft;Surface Laptop;Ultrabook;13,5;Touchscreen 2256x1504;Intel Core i7 7600U 2.8GHz;8;256GB SSD;Intel Iris Plus Graphics 640;Windows 10 S;1,252;1867,85;1867,85
HP;EliteBook 850;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 7;1,88;932;1864
Dell;Inspiron 5370;Ultrabook;13,3;IPS Panel Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;AMD Radeon 530;Windows 10;1,4;931,88;1863,76
Lenovo;Thinkpad T470s;Ultrabook;14;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,32;1859;1859
Acer;Swift 3;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1,5;619;1857
Acer;TravelMate P259-G2;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,23;619;1857
Asus;ZenBook Flip;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,27;928;1856
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 6006U 2GHz;4;1TB HDD;AMD Radeon R5 M420;Windows 10;2,18;617,9;1853,7
HP;ProBook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2,5;923;1846
HP;Chromebook X360;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Chrome OS;1,4;615;1845
Acer;Swift 3;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel Graphics 620;Windows 10;1,8;919;1838
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2,18;912,5;1825
Lenovo;ThinkPad L570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,3;911;1822
HP;Probook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,07;910;1820
Asus;Rog GL552VW-DM201T;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,591;909;1818
Dell;XPS 13;2 in 1 Convertible;13,3;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 7Y54 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Windows 10;1,24;1813;1813
Dell;Inspiron 3179;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Core M 7Y30 1.0GHz;4;128GB SSD;Intel HD Graphics 615;Windows 10;1,39;603;1809
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2,04;900;1800
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R5 M430;Linux;2,2;599,9;1799,7
Samsung;Notebook 9;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon 540;Windows 10;1,71;1799;1799
HP;EliteBook x360;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,28;1799;1799
Lenovo;ThinkPad T470s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,32;1799;1799
HP;Spectre Pro;2 in 1 Convertible;13,3;Touchscreen 2560x1440;Intel Core i7 6600U 2.6GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,48;1799;1799
Lenovo;IdeaPad 320-15ABR;Notebook;15,6;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;2TB HDD;AMD Radeon 530;Windows 10;2,2;899;1798
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;AMD Radeon R7 M445;Windows 10;2,33;899;1798
Dell;XPS 13;Ultrabook;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD;Intel HD Graphics 620;Windows 10;1,29;899;1798
Lenovo;IdeaPad 320-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;Nvidia GeForce 920MX;Windows 10;2,2;899;1798
Lenovo;IdeaPad Y700-15ISK;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,6;899;1798
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;AMD Radeon R5 M430;Windows 10;2,25;599;1797
Lenovo;V310-15ISK (i3-6006U/4GB/1TB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;1,85;449;1796
HP;ProBook 470;Notebook;17,3;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Nvidia GeForce 930MX;Windows 10;2,5;896;1792
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce GT 940MX;Linux;1,98;895,01;1790,02
HP;Probook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows 10;2,04;889;1778
Dell;Inspiron 5770;Notebook;17,3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;128GB SSD +  1TB HDD;AMD Radeon 530;Linux;2,8;889;1778
MSI;GS40 Phantom;Gaming;14;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 970M;Windows 10;1,7;1769;1769
Lenovo;V330-15IKB (i7-8550U/8GB/256GB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;2,05;880;1760
Dell;Inspiron 7559;Gaming;15,6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1TB HDD;Nvidia GeForce GTX 960<U+039C>;Windows 10;2,59;879,01;1758,02
Dell;Inspiron 5577;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,56;879;1758
Lenovo;Thinkpad Yoga;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,37;1757,42;1757,42
HP;Elitebook 1040;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,36;1750;1750
Dell;Latitude 5480;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,6;875;1750
Asus;FX502VM-AS73 (i7-7700HQ/16GB/1TB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows 10;2,2;1749;1749
Dell;Inspiron 5379;2 in 1 Convertible;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 8550U 1.8GHz;8;256GB SSD;Intel UHD Graphics 620;Windows 10;1,62;869,01;1738,02
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256GB SSD;Nvidia GeForce GTX 1050M;No OS;2,4;869;1738
HP;15-bs025nv (i5-7200U/8GB/256GB/W10);Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,91;579;1737
Dell;Inspiron 5767;Notebook;17,3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R7 M445;Linux;2,83;865;1730
Lenovo;ThinkPad T570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;Intel HD Graphics 620;Windows 10;1,99;1729;1729
Acer;Aspire A515-51G-37JS;Notebook;15,6;Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;256GB SSD;Nvidia GeForce MX130;Windows 10;2,2;572;1716
Lenovo;ThinkPad E570;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,3;850,66;1701,32
HP;Omen 17-an006nv;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1TB HDD;Nvidia GeForce GTX 1060;Windows 10;3,78;1699;1699
Dell;Latitude 3380;Notebook;13,3;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;1,65;849;1698
Asus;X705UV-BX074T (i3-6006U/4GB/1TB/GeForce;Notebook;17,3;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2;564;1692
Acer;Aspire 7;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2,4;846;1692
HP;Spectre Pro;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,16;1690;1690
Lenovo;ThinkPad X1;Ultrabook;14;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6500U 2.5GHz;8;512GB SSD;Intel HD Graphics 520;Windows 10;1,17;1686,64;1686,64
Asus;Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce;2 in 1 Convertible;15,6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;2TB HDD;Nvidia GeForce 940MX;Windows 10;2,3;839;1678
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2,04;839;1678
Asus;VivoBook Max;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Linux;2;559;1677
Acer;Extensa EX2540-58KR;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,4;559;1677
Dell;Inspiron 3567;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics;Windows 10;2,25;559;1677
HP;Pavilion X360;2 in 1 Convertible;13,3;IPS Panel Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,58;836,6;1673,2
Lenovo;Thinkpad T460s;Ultrabook;14;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;256GB SSD;Intel HD Graphics 520;Windows 10;1,4;1673;1673
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,18;836;1672
Lenovo;ThinkPad Yoga;2 in 1 Convertible;14;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,8;1669;1669
Lenovo;Yoga 500-14IBD;2 in 1 Convertible;14;Full HD / Touchscreen 1920x1080;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows 10;1,8;833,01;1666,02
Acer;Aspire E5-576G;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 940MX;Windows 10;2,2;832;1664
Lenovo;IdeaPad 310-15IKB;Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 920M;Windows 10;1,54;831;1662
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256GB SSD;Nvidia GeForce GTX 1050;Windows 10;2,5;829;1658
Dell;Latitude 5580;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,9;825;1650
Lenovo;ThinkPad Yoga;Netbook;12,5;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.50GHz;16;512GB SSD;Intel HD Graphics 520;Windows 10;1,3;1650;1650
HP;Pavilion 15-AW003nv;Notebook;15,6;Full HD 1920x1080;AMD A9-Series 9410 2.9GHz;6;1.0TB Hybrid;AMD Radeon R7 M440;Windows 10;2,04;549,99;1649,97
Lenovo;IdeaPad 320-15IKBN;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;2TB HDD;Nvidia GeForce 940MX;No OS;2,2;549;1647
Dell;Vostro 3568;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows 10;2,18;547;1641
Lenovo;IdeaPad 320-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows 10;2,3;819;1638
Lenovo;Legion Y520-15IKBN;Gaming;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows 10;2,4;819;1638
Lenovo;V310-15ISK (i5-7200U/8GB/1TB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;AMD Radeon R5 M430;Windows 10;1,9;817,95;1635,9
HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;17,3;1600x900;Intel Core i3 6006U 2GHz;8;1TB HDD;Intel HD Graphics 520;Windows 10;2,65;544,15;1632,45
Lenovo;V310-15IKB (i5-7200U/8GB/1TB;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;128GB SSD +  1TB HDD;AMD R17M-M1-70;Windows 10;1,9;813;1626
Lenovo;V310-15ISK (i3-6006U/4GB/128GB/FHD/No;Notebook;15,6;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128GB SSD;Intel HD Graphics 520;No OS;1,85;403,5;1614
HP;Probook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Windows 10;2,04;806;1612
Dell;Inspiron 3567;Notebook;15,6;1366x768;Intel Core i7 7500U 2.7GHz;8;1TB HDD;AMD Radeon R5 M430;Linux;2,3;805,99;1611,98
Lenovo;IdeaPad 320-15ISK;Notebook;15,6;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;4;500GB HDD;Intel HD Graphics 520;Windows 10;2,2;535;1605
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 530;Windows 10;2,2;800;1600
Samsung;Notebook 9;Ultrabook;13,3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,31;1599;1599
MSI;GS70 Stealth;Gaming;17,3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia GeForce GTX 965M;Windows 10;2,6;1599;1599
Lenovo;IdeaPad 510s-14IKB;Notebook;14;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512GB SSD;AMD Radeon R7 M460;No OS;1,5;799;1598
Fujitsu;LifeBook A557;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,2;799;1598
Acer;Aspire F5-573G;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD +  1TB HDD;Nvidia GeForce GTX 950M;Windows 10;2,4;799;1598
Acer;Aspire 7;Gaming;15,6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Linux;2,4;798;1596
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256GB SSD;AMD Radeon 530;Windows 10;2,2;797,41;1594,82
Dell;Inspiron 5568;2 in 1 Convertible;15,6;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i3 6100U 2.3GHz;4;1TB HDD;Intel HD Graphics 520;Windows 10;2,08;795,99;1591,98
Dell;Vostro 5568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;2,18;795;1590
Asus;X751SV-TY001T (N3710/4GB/1TB/GeForce;Notebook;17,3;1600x900;Intel Pentium Quad Core N3710 1.6GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows 10;2,8;530;1590
HP;Elitebook 840;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;1,48;1590;1590
HP;ProBook 450;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows 10;2,1;794;1588
Lenovo;V320-17ISK (i3-6006U/4GB/500GB/FHD/No;Notebook;17,3;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;2,8;529;1587
Dell;Vostro 3568;Notebook;15,6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;AMD Radeon R5 M420;Windows 10;2,18;789,81;1579,62
Acer;Aspire R7;2 in 1 Convertible;13,3;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,6;789,01;1578,02
Lenovo;IdeaPad Y700-15ISK;Notebook;15,6;IPS Panel Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,6;789;1578
Lenovo;IdeaPad 510-15IKB;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;6;256GB SSD;Nvidia GeForce 940MX;Windows 10;2,2;789;1578
Lenovo;ThinkPad E470;Notebook;14;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,87;785;1570
Dell;Inspiron 5567;Notebook;15,6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Windows 10;2,5;784;1568
HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;15,6;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4;1TB HDD;Intel UHD Graphics 620;Windows 10;2,04;521,47;1564,41
Google;Pixelbook (Core;Ultrabook;12,3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Chrome OS;1,1;1559;1559
Lenovo;V310-15IKB (i7-7500U/4GB/1TB/FHD/W10);Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Intel HD Graphics 620;Windows 10;1,85;779;1558
HP;Probook 440;Notebook;14;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;1,64;779;1558
Dell;Inspiron 5567;Notebook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;AMD Radeon R7 M445;Linux;2,33;778,87;1557,74
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;1TB HDD;AMD Radeon 530;Windows 10;2,2;776;1552
HP;ProBook x360;2 in 1 Convertible;11,6;Touchscreen 1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;256GB SSD;Intel HD Graphics 505;Windows 10;1,45;775;1550
MSI;GT72S Dominator;Gaming;17,3;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 980M;Windows 10;3,78;1545,64;1545,64
HP;ProBook 450;Notebook;15,6;1366x768;Intel Core i3 7100U 2.4GHz;4;256GB SSD;Intel HD Graphics 620;Windows 10;2,04;769,99;1539,98
Dell;Vostro 3559;Notebook;15,6;1366x768;Intel Core i5 6200U 2.3GHz;4;500GB HDD;AMD Radeon R5 M315;Windows 7;2,24;769,15;1538,3
Toshiba;Portege Z30-C-16Z;Notebook;13,3;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows 10;1,2;1535;1535
HP;15-AC110nv (i7-6500U/6GB/1TB/Radeon;Notebook;15,6;1366x768;Intel Core i7 6500U 2.5GHz;6;1TB HDD;AMD Radeon R5 M330;Windows 10;2,19;764;1528
Dell;Inspiron 5578;2 in 1 Convertible;15;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;500GB HDD;Intel HD Graphics 620;Windows 10;2,08;509;1527
Dell;Inspiron 5570;Notebook;15,6;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;2TB HDD;AMD Radeon 530;Windows 10;2,02;759;1518
Dell;Inspiron 3552;Notebook;15,6;1366x768;Intel Celeron Dual Core N3050 1.6GHz;2;500GB HDD;Intel HD Graphics;Windows 10;2,2;379;1516
MSI;GE72 Apache;Gaming;17,3;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows 10;2,9;1511,19;1511,19
HP;ProBook 430;Notebook;13,3;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500GB HDD;Intel UHD Graphics 620;Windows 10;1,49;754;1508
HP;250 G6;Ultrabook;15,6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows 10;1,84;752;1504
