id,followers_count,wall_comments,comment_count,post_count,like_count,friends_count,group_count,posts_count,reposts_count,verified,videos_count,audios_count,photos_count,gifts_count
4799,842,1,97,600,271,438,158,21,329,0,3538,355,317,24
4800,0,1,1653,300,86,301,94,64,93,0,136,0,1737,0
4801,78,1,34,4100,532,137,1148,64,2806,0,1012,0,413,0
4802,369,1,2332,299,289,145,154,22,277,0,511,0,226,0
4803,160,1,557,100,43,123,110,2,73,0,75,0,89,0
4804,470,1,3490,300,2025,165,220,19,281,0,2784,991,11,0
4805,0,1,3,700,547,144,190,38,330,0,1355,281,996,0
4806,39,1,9,1263,61,42,0,80,1026,0,63,0,363,5
4807,161,1,4,498,8,1172,152,419,9,0,7,0,52,10
4808,184,1,20,5943,4339,8,0,800,396,0,106,0,3582,0
4809,85,1,31,1299,362,232,954,29,539,0,2898,0,64,0
4810,646,0,5,1265,20,50,0,40,485,0,46,1916,178,6
4811,262,1,7,2900,585,945,5858,1489,527,0,5182,2380,27429,19
4812,208,0,50,2224,65,269,1304,37,706,0,229,0,73,14
4813,479,1,1593,40,12,99,50,4,4,0,6607,1747,16,0
4814,235,1,261,500,130,863,1324,415,85,0,2608,0,6259,34
4815,631,1,15,399,886,219,178,24,375,0,2413,1147,1133,0
4816,273,1,57,1786,17,237,0,673,9,0,243,0,9681,0
4817,16,1,7,800,491,21,0,2,797,0,4,0,88,0
4818,10,1,1,1400,198,75,238,23,713,0,5,32,368,7
4819,2,0,882,14,84,14,0,1,13,0,12,0,5,0
4820,65,1,195,6190,1997,2106,4574,362,1178,0,1546,1192,4043,73
4821,14,1,3,400,132,8,0,3,374,0,243,0,27,0
4822,0,1,3,399,216,15,1562,338,61,0,0,0,0,0
4823,30,1,28,798,312,15,64,16,628,0,69,142,180,6
4824,69,1,31,3300,724,33,5528,274,3026,0,75,0,378,0
4825,2,1,1,1600,658,36,0,32,1568,0,46,0,81,9
4826,80,1,10,5688,1980,44,0,323,1625,0,541,1797,718,0
4827,95,1,3,9597,321,21,0,1192,359,0,469,0,11147,0
4828,50,1,11,1400,291,12,308,167,232,0,925,0,1443,0
4829,16,1,8,700,1228,6,0,125,575,0,67,0,797,0
4830,57,1,305,394,709,5,0,12,237,0,43,194,214,16
4831,153,1,9,5020,269,68,0,6,1424,0,0,15,115,48
4832,29,1,23,600,116,39,104,28,379,0,0,0,0,0
4833,60,1,1,1000,27,2,652,20,599,0,703,324,111,0
4834,950,1,228,2144,202,323,0,156,40,0,442,1419,364,43
4835,257,1,1,591,66,128,0,118,308,0,0,11,60,6
4836,108,1,50,700,71,342,26,290,175,0,135,0,634,0
4837,526,1,16,805,36,1411,408,81,492,0,106,0,1464,0
4838,100,1,8,27600,149,225,542,6,19417,0,150,0,53,0
4839,1346,1,39,2098,1016,109,1370,40,1649,0,45,0,252,0
4840,52,1,22,600,637,105,52,84,322,0,46,0,677,0
4841,191,1,1029,3467,1559,372,150,286,146,0,239,334,1407,0
4842,449,1,14,1298,454,1737,452,44,864,0,722,221,855,79
4843,397,1,1,7182,87,1206,0,874,1199,0,92,537,383,23
4844,126,0,9859,199,502,81,670,30,76,0,122,0,330,0
4845,110,1,1384,400,3382,34,0,16,221,0,586,399,78,0
4846,30,1,381,719,304,89,508,13,359,0,129,199,160,108
4847,38,1,128,400,5789,200,394,161,238,0,345,616,1786,0
4848,101,1,17,7735,302,239,0,130,593,0,193,584,960,0
4849,18,1,2,856,154,12,0,78,688,0,146,15,52,0
4850,31,1,1053,700,310,24,274,33,344,0,14,66,55,0
4851,43,1,1,600,110,112,312,86,279,0,393,435,778,0
4852,256,1,178,1781,203,455,876,414,18,0,247,482,5007,0
4853,232,1,2,600,119,3852,1710,211,231,0,56,0,6547,34
4854,313,0,10,2700,550,651,1756,30,2079,0,883,0,1154,0
4855,3515,1,7,2381,189,3350,1400,418,1054,0,0,0,0,0
4856,31,1,6,3322,3061,37,0,31,810,0,501,0,583,40
4857,14,1,29,2699,9,51,114,53,1934,0,9,0,171,0
4858,29,1,5,799,37,152,150,773,6,0,18,160,9,19
4859,29,1,4,900,7634,32,0,31,780,0,6,0,641,0
4860,16,1,28,5000,1174,11,58,381,3421,0,941,0,229,0
4861,48,1,28,1903,170,103,348,196,204,0,194,255,806,18
4862,354,1,19,1568,598,30,0,73,1281,0,680,0,1133,0
4863,15,1,27,1500,607,153,56,116,835,0,33,1232,706,15
4864,147,0,531,900,616,26,116,145,755,0,35,0,1129,0
4865,171,1,8,800,469,9,208,456,156,0,171,0,922,0
4866,425,1,11,500,788,33,6782,153,347,0,5526,0,616,0
4867,117,1,2,2000,74,3,0,177,732,0,32,226,691,0
4868,36,1,54,727,587,147,0,2,725,0,4,11,27,0
4869,28,1,131,900,1012,18,244,84,771,0,137,0,262,0
4870,29,1,3,2902,882,29,0,451,1495,0,1397,0,466,0
4871,23,1,101,700,1571,10,142,2,698,0,71,113,159,4
4872,223,1,4915,499,612,15,0,11,363,0,13,0,72,0
4873,35,1,3,13799,3740,19,438,963,7408,0,8,0,11,0
4874,23,1,27,881,1,79,0,0,421,0,11,1,10,4
4875,58,1,20,1400,231,9,3094,108,550,0,4441,0,4115,3
4876,29,1,294,1597,352,12,102,44,1266,0,8,544,55,1
4877,47,1,52,6000,835,48,1776,25,5975,0,341,0,47,0
4878,99,1,8,800,45,23,820,448,66,0,166,492,920,0
4879,69,1,1,1499,888,35,652,37,851,0,65,844,1,0
4880,24,1,12,816,315,32,86,80,445,0,22,0,402,0
4881,46,1,42,584,93,18,2992,34,550,0,146,437,1390,12
4882,1687,1,307,900,1121,354,644,387,182,0,565,1113,2499,0
4883,133,1,67,902,326,382,226,112,509,0,71,0,103,0
4884,80,1,237,600,736,103,0,11,589,0,0,0,0,0
4885,800,1,14,6529,668,634,0,204,373,0,3310,1265,1925,9
4886,285,1,2,2440,561,129,0,92,533,0,15,0,309,0
4887,73,1,16,2400,642,474,370,39,1983,0,41,0,405,0
4888,1,1,3,5194,136,186,176,401,149,0,200,793,1771,0
4889,274,1,1438,100,10,353,334,5,7,0,1650,0,582,0
4890,58,1,6,798,155,160,56,144,218,0,57,0,279,0
4891,222,1,2,799,300,319,1284,21,532,0,1095,0,217,0
4892,49,1,158,800,421,157,506,26,774,0,1301,243,2517,32
4893,223,1,137,5100,3488,326,1064,216,2494,0,2,0,601,80
4894,295,1,31,1000,287,293,990,135,493,0,717,0,3006,0
4895,17,1,1,500,375,90,114,94,272,0,491,0,52,0
4896,27,1,924,46,236,221,42,9,11,0,38,0,236,0
4897,50,1,16,1800,346,116,196,36,842,0,597,0,255,0
4898,217,1,434,799,477,308,244,161,638,0,1127,0,1212,163
4899,1052,1,126,600,122,968,2134,101,278,0,5713,2122,1765,0
4900,486,1,162,300,773,56,224,163,137,0,4,0,3229,0
4901,26,1,7,1100,603,35,268,8,379,0,184,210,185,0
4902,637,1,9,700,174,47,378,225,232,0,135,0,2630,0
4903,171,1,1144,200,26,27,128,1,133,0,24,0,2,0
4904,38,1,4,699,129,31,360,55,477,0,114,0,783,0
4905,124,1,22,7999,1879,153,1804,37,3077,0,24,317,226,35
4906,53,1,48,500,361,35,546,114,269,0,183,0,439,0
4907,375,1,29,500,103,92,192,88,351,0,125,132,248,53
4908,11,1,7,1000,36,25,0,133,356,0,33,27,1013,0
4909,16,1,232,900,220,11,618,48,563,0,376,0,488,0
4910,113,1,42,800,47,56,0,72,728,0,858,0,1115,0
4911,26,1,1632,117,8,22,220,0,0,0,47,15,144,3
4912,106,1,4,3900,201,33,882,143,2691,0,86,0,77,173
4913,237,1,21,800,35,41,1340,10,438,0,5,53,20,23
4914,176,0,44,1100,902,7,0,11,614,0,0,0,0,0
4915,14,1,32,4400,140,4,0,26,2971,0,30,0,614,0
4916,59,1,4,500,251,89,1580,252,248,0,149,0,670,47
4917,16,1,703,189,2059,121,0,21,68,0,620,0,415,59
4918,55,1,7,94024,624,10,0,59,26796,0,8,1,577,0
4919,84,1,231,600,509,5,0,13,575,0,319,0,2787,35
4920,191,1,983,131,334,99,252,45,22,0,8,0,143,0
4921,87,1,2,800,271,20,786,39,412,0,2,0,51,4
4922,122,0,5,899,1291,3,0,43,856,0,1081,0,527,0
4923,6,1,66,1000,804,10,86,16,401,0,5,158,156,1
4924,28,1,1,1800,966,7,208,136,1547,0,136,123,256,37
4925,164,1,28,1300,215,24,340,142,586,0,104,0,149,0
4926,115,1,7,4000,325,20,966,96,2603,0,221,900,856,15
4927,3,1,4,1200,187,7,1300,144,754,0,31,292,96,3
4928,88,1,6,967,25,3,56,24,931,0,235,0,56,0
4929,19,1,46,500,1104,19,0,0,500,0,12,0,52,0
4930,519,1,199,600,718,333,200,167,220,0,331,0,746,0
4931,134,1,3294,100,562,285,118,11,12,0,80,0,266,0
4932,135,1,717,1299,88,200,234,8,878,0,474,1001,915,0
4933,120,1,1138,200,284,602,590,44,32,0,617,1003,168,0
4934,293,1,2,1098,604,322,84,36,712,0,47,0,355,0
4935,122,1,1,1197,29,516,0,450,7,0,31,1227,10723,68
4936,138,1,436,200,24,118,46,77,123,0,193,0,1260,0
4937,104,1,313,7502,723,327,0,183,884,0,921,0,4361,0
4938,892,1,27,2400,618,1756,430,87,1630,0,366,0,17981,115
4939,651,1,4,8451,443,202,0,219,373,0,235,1549,2102,0
4940,53,1,560,41,3,110,32,4,4,0,50,0,48,0
4941,105,1,888,699,180,59,130,51,336,0,2985,0,278,0
4942,430,1,491,200,438,200,0,79,121,0,1145,0,527,0
4943,304,1,48,985,281,35,228,30,457,0,545,757,428,15
4944,101,1,1313,100,368,126,152,41,13,0,270,0,22,23
4945,134,1,1205,210,3,19,0,61,3,0,78,6,2201,0
4946,83,1,1466,100,40,101,74,13,3,0,261,69,372,0
4947,19,1,4,600,555,7,0,20,510,0,9,35,637,4
4948,85,1,1,1800,112,21,0,46,985,0,312,10000,198,0
4949,15,1,107,2099,2228,77,6,13,1575,0,4,0,25,0
4950,12,0,244,400,404,489,3720,22,377,0,3729,0,590,156
4951,399,1,1,2100,699,111,0,88,299,0,1025,2189,309,39
4952,301,1,47,6897,172,107,0,30,2625,0,818,759,243,32
4953,219,1,24,4200,605,71,2086,73,3063,0,780,0,2655,19
4954,40,1,193,1100,1665,77,356,64,905,0,346,0,1134,21
4955,211,1,312,3379,229,416,0,91,154,0,189,412,682,11
4956,53,1,16,2341,74,158,1222,96,835,0,23,4,61,19
4957,0,1,419,1751,1637,4,0,12,90,0,489,425,608,0
4958,125,1,3,599,259,71,0,16,391,0,219,445,1456,0
4959,288,1,323,224,666,10,0,11,67,0,309,276,164,0
4960,59,1,6,900,396,27,116,10,518,0,66,0,15,0
4961,2082,0,166,400,45,291,2374,282,118,0,4324,0,1681,0
4962,353,1,5,700,1679,98,1638,16,684,0,386,0,60,0
4963,171,1,2,1100,1193,19,0,11,683,0,125,0,332,0
4964,136,1,219,19003,8466,52,0,75,1341,0,512,0,3272,0
4965,37,1,595,100,228,44,78,29,13,0,271,1014,127,0
4966,231,1,145,500,327,25,544,43,295,0,115,0,277,24
4967,877,1,34,499,452,192,1692,64,435,0,413,0,1907,0
4968,123,1,168,499,623,36,390,7,348,0,14,64,62,3
4969,43,1,7,599,173,23,336,216,195,0,14,0,482,44
4970,374,1,877,2100,367,58,740,997,331,0,1801,0,152,87
4971,1,1,10,3379,14,722,914,144,274,0,259,180,545,13
4972,16,1,14,3498,426,19,252,190,1554,0,65,404,700,6
4973,256,1,23,14801,548,22,3974,99,5472,0,75,0,619,4
4974,19,1,1,1100,11,279,118,522,273,0,52,0,699,0
4975,37,1,6,3237,280,50,0,155,609,0,2637,1993,1109,26
4976,24,1,747,700,1046,114,1578,202,366,0,230,636,610,3
4977,5,1,2,700,69,18,82,86,405,0,19,14,438,6
4978,29,1,267,299,47,22,132,96,203,0,49,0,304,0
4979,5,1,5,384,18,8,622,0,372,0,5,19,0,20
4980,429,1,24,600,1078,78,4916,45,386,0,431,770,86,28
4981,11,1,104,400,147,5,542,54,278,0,5,0,38,0
4982,10,1,1,4306,208,21,390,38,3610,0,0,0,18,0
4983,6,1,25,4865,228,5,0,55,4810,0,17,0,98,0
4984,11,1,9,1250,190,3,134,515,735,0,4,0,767,0
4985,18,1,13,373,102,9,54,177,196,0,12,0,324,0
4986,45,1,105,330,129,7,324,19,311,0,6,0,15,0
4987,6,1,6,363,161,3,160,8,355,0,0,0,16,0
4988,144,1,463,600,953,284,154,101,134,0,330,0,1909,0
4989,412,1,451,1300,3568,3347,986,899,206,0,600,999,4110,0
4990,84,1,34,602,194,286,44,10,348,0,98,0,91,0
4991,630,1,263,153,387,55,246,75,56,0,25,0,189,0
4992,111,1,613,399,5925,202,148,64,335,0,17,0,650,0
4993,91,1,64,500,115,98,58,30,350,0,221,324,483,8
4994,299,1,9,7948,1091,108,0,897,182,0,867,0,5341,0
4995,81,1,5,5540,491,56,0,90,1255,0,201,348,781,12
4996,488,1,1400,299,142,861,1230,36,202,0,99,34,4548,35
4997,471,1,13,2459,144,91,0,17,549,0,851,0,136,0
4998,39,1,14,454,19,35,36,26,387,0,31,0,302,0
4999,111,1,26,400,21,259,58,20,380,0,38,0,97,2
5000,476,1,3,400,436,230,1728,69,331,0,220,0,5745,0
5001,163,1,27,400,238,167,316,84,316,0,1598,0,753,0
5002,371,1,744,100,4,51,102,3,7,0,131,152,37,41
5003,221,1,43,5464,203,380,812,40,586,0,0,0,0,0
5004,48,1,4,1000,192,23,0,69,813,0,19,0,1468,0
5005,1349,0,22,4418,1306,3099,816,126,252,0,1429,0,1417,0
5006,31,1,4641,1275,85,66,38,81,2,0,115,35,742,0
5007,78,1,730,1006,445,53,536,84,198,0,1168,325,456,11
5008,240,1,216,400,3210,323,378,94,233,0,309,0,3060,0
5009,1394,1,9,900,64,395,328,32,634,0,1706,4936,1070,103
5010,135,1,1,400,10399,37,918,25,374,0,2118,0,68,0
5011,930,1,234,300,1221,314,1148,198,102,0,186,0,2370,0
5012,22,1,7,12918,367,46,0,63,1856,0,633,0,780,0
5013,72,1,18,688,182,120,218,4,363,0,1,0,61,8
5014,67,1,72,600,763,44,208,14,384,0,674,931,60,0
5015,183,1,6,2800,145,218,526,112,1853,0,135,874,353,0
5016,7,1,3,756,322,26,0,9,592,0,331,0,10,0
5017,42,1,2,900,173,31,0,22,360,0,23,160,27,0
5018,274,1,22,1400,1465,22,0,891,10,0,636,362,3071,62
5019,121,1,16,2800,232,138,360,170,1794,0,923,0,2584,0
5020,0,1,10,399,263,49,370,22,377,0,31,10000,84,2608
5021,21,1,2,4600,1693,21,0,69,4531,0,381,3446,3573,0
5022,30,1,366,700,37,57,308,35,439,0,106,619,75,25
5023,53,1,881,200,4954,19,142,28,40,0,1,20,231,28
5024,26,1,5,1266,653,16,0,69,1197,0,0,0,0,0
5025,215,1,77,4951,1075,115,0,196,242,0,747,4162,2606,19
5026,83,1,3,400,971,6,0,7,393,0,144,0,30,0
5027,107,1,2155,200,196,9,36,6,0,0,1124,0,1,0
5028,87,1,3,700,517,22,362,71,481,0,214,0,335,0
5029,55,1,849,200,59,6,232,7,128,0,127,0,66,14
5030,119,1,202,3000,2365,12,252,46,2053,0,237,0,288,0
5031,10,1,1,1399,119,15,0,125,1015,0,24,0,40,16
5032,24,1,69,800,54,18,104,10,421,0,91,23,99,0
5033,5,1,5,1800,2191,38,422,237,1015,0,125,0,603,0
5034,57,1,85,856,286,47,234,168,358,0,19,0,242,0
5035,149,1,49,1413,5200,84,892,129,266,0,224,0,637,0
5036,38,1,226,800,1745,3,566,1,708,0,161,0,2,1
5037,4,1,5,3900,5,117,0,3,2529,0,31,0,644,0
5038,0,1,21,1753,1262,15,612,22,1669,0,129,0,200,0
5039,27,1,21,3400,1084,93,710,166,2443,0,1337,696,771,21
5040,1626,1,56,2926,94,222,0,13,1031,0,30,0,216,0
5041,117,1,85,2952,167,73,0,64,306,0,87,340,430,11
5042,55,1,1879,100,753,144,20,8,49,0,72,0,105,0
5043,80,1,1610,398,313,598,254,129,44,0,179,487,3086,0
5044,143,1,191,799,390,140,444,38,388,0,159,617,247,37
5045,270,1,16,800,293,268,306,48,376,0,500,0,202,0
5046,44,1,3,1699,570,69,418,117,618,0,32,3,322,0
5047,406,1,151,1400,2011,192,1426,256,945,0,3308,3998,618,24
5048,86,1,29,2244,267,70,0,15,1032,0,90,0,40,0
5049,26,1,372,400,148,360,146,11,389,0,91,1555,137,15
5050,125,1,14,800,125,228,422,116,425,0,386,0,926,0
5051,43,1,7,2600,93,198,0,14,1617,0,11,46,68,20
5052,80,1,15,1300,82,103,212,22,706,0,0,0,0,0
5053,176,1,6,6845,794,393,290,128,3313,0,314,0,1025,0
5054,939,1,4,1700,208,590,124,1138,325,0,50,0,999,0
5055,517,1,18,499,1117,187,1274,85,414,0,653,0,2068,0
5056,178,1,1,700,572,164,162,2,698,0,104,0,107,0
5057,136,1,379,1100,287,375,816,28,756,0,46,0,1041,0
5058,239,1,9,599,376,217,176,412,40,0,4,0,1163,0
5059,347,1,5,700,164,199,698,11,689,0,920,0,386,0
5060,26,0,7,900,220,8,0,336,292,0,1481,419,382,0
5061,1022,1,116,600,2004,113,602,1,599,0,3096,1432,317,0
5062,136,1,3,599,108,17,0,16,583,0,663,0,293,0
5063,27,1,318,1500,530,168,184,5,1097,0,59,0,15,0
5064,419,1,16,1200,158,2592,88,154,686,0,102,0,612,48
5065,59,0,2654,2800,90,105,472,136,1939,0,43,0,218,0
5066,16,1,22,1271,3000,59,0,33,345,0,265,0,1094,0
5067,59,1,10,4061,452,114,162,65,1563,0,487,0,2366,0
5068,59,1,22,1700,1654,13,142,2,1128,0,236,0,28,0
5069,160,1,6,599,33,62,1106,120,299,0,146,0,805,23
5070,161,1,124,600,187,73,0,115,257,0,97,0,358,0
5071,57,1,23,2999,242,52,0,85,844,0,213,169,254,0
5072,111,1,42,1000,191,29,288,71,594,0,288,1297,1010,121
5073,207,1,17,700,78,11,2454,5,394,0,12,168,39,34
5074,5,1,2845,47,4348,6,184,1,12,0,214,390,11,8
5075,96,1,22,5364,851,62,9964,274,4974,0,0,3,12,73
5076,240,1,13,700,696,34,0,110,364,0,47,1023,410,5
5077,23,1,3,1000,495,8,0,82,650,0,1,6,890,5
5078,23,1,1,2000,1150,27,214,60,1428,0,31,0,227,7
5079,19,1,149,1500,467,71,502,1,637,0,0,0,153,0
5080,0,1,1,800,81,13,0,172,475,0,7,54,212,6
5081,19,1,6,794,11,307,0,44,677,0,6,23,9,1
5082,34,1,5,500,103,9,0,7,493,0,117,0,103,0
5083,161,1,197,2799,1064,510,82,97,1658,0,49,0,1244,0
5084,1105,1,5,5579,654,239,516,42,599,0,189,452,2056,27
5085,890,1,168,5799,1185,462,1862,79,4172,0,962,0,391,0
5086,160,1,94,1652,3,1073,572,139,241,0,2464,1843,626,0
5087,11,1,3657,52,34,283,64,0,8,0,649,0,394,0
5088,21,1,36,4112,98,81,0,360,153,0,31,341,7510,20
5089,319,1,480,300,476,136,136,198,10,0,400,0,3975,0
5090,1417,1,46,47236,547,236,0,354,3555,0,9831,341,6598,0
5091,1549,1,21,1721,187,4498,0,311,926,0,468,1147,4762,61
5092,462,1,232,300,86,872,340,92,89,0,46,0,1983,0
5093,103,1,279,800,207,112,150,58,448,0,155,436,454,0
5094,122,1,26,700,104,194,380,28,367,0,294,427,426,0
5095,102,1,127,10099,7970,19,0,29,6922,0,3,1,396,49
5096,165,1,26,1000,453,812,332,274,381,0,344,0,2169,0
5097,282,1,41,11300,2653,821,538,241,4575,0,5002,0,1043,0
5098,478,1,230,600,2438,981,228,413,20,0,429,0,2419,0
5099,59,1,89,14900,304,1934,2096,108,10273,0,1444,0,1970,0
5100,42,0,14,500,363,415,554,118,382,0,1159,0,1392,0
5101,49,1,718,300,123,14,0,62,72,0,951,1715,751,0
5102,132,1,26,1100,534,155,206,67,600,0,2961,0,30,55
5103,861,1,14,400,1491,5157,2682,152,248,0,1697,0,477,0
5104,675,1,1,500,1804,232,1574,49,412,0,2455,0,614,0
5105,164,1,17,598,214,145,38,161,260,0,7,100,503,25
5106,19,1,4,1800,277,51,324,415,745,0,406,357,999,15
5107,22,0,5936,100,5,16,108,61,14,0,141,301,72,0
5108,28,1,1,900,6,101,12,67,723,0,48,113,1332,19
5109,964,1,23,4199,118,24,192,40,1581,0,574,0,305,0
5110,4435,1,31,600,52,88,2832,94,272,0,146,2009,38,0
5111,21374,1,9,1310,258,1080,1596,331,42,0,832,1905,1449,1348
5112,201,0,13,2999,274,15,356,84,2346,0,132,0,184,0
5113,90,1,341,700,144,56,306,13,447,0,88,0,134,0
5114,76,1,40,1099,103,38,770,58,667,0,96,0,271,0
5115,272,1,51,1200,3213,51,2070,153,518,0,469,0,211,265
5116,80,1,122,700,8,6,904,0,360,0,526,744,76,0
5117,99,0,1,400,104,38,0,77,323,0,493,0,239,0
5118,42,1,335,200,285,75,284,20,60,0,320,0,59,0
5119,10,1,8,2209,147,655,0,7,606,0,0,2,16,0
5120,7,1,1690,40,13,18,132,6,5,0,84,0,17,0
5121,142,1,5,2400,235,35,146,370,1179,0,11,607,1057,0
5122,7,1,10,5600,305,20,0,211,5370,0,34,0,544,0
5123,143,1,43,11000,3416,10,538,32,3822,0,28,32,77,12
5124,13,1,4,900,171,172,0,40,536,0,0,0,31,0
5125,678,1,57,18011,118,551,0,445,708,0,281,2950,5511,18
5126,201,1,108,1900,403,637,1244,189,1019,0,1458,129,938,0
5127,340,1,119,12362,323,5563,4196,469,413,0,1817,995,3981,150
5128,152,1,10,2576,818,682,322,436,227,0,569,462,2190,74
5129,232,1,1463,348,6452,99,134,42,6,0,29,131,731,70
5130,29,1,8,2987,41,66,342,20,1040,0,13,0,72,0
5131,6,1,5,4500,632,102,2822,174,3009,0,456,0,1383,0
5132,665,1,1710,53848,1080,239,702,1054,11058,0,2021,0,13859,0
5133,94,1,26,1000,218,482,1312,200,688,0,371,696,371,42
5134,558,1,42,1201,1311,2940,478,137,742,0,455,827,1054,0
5135,173,1,745,2382,641,253,0,44,141,0,706,540,499,36
5136,177,1,2035,100,4,8,0,13,1,0,20,0,45,0
5137,79,1,37,800,90,239,36,165,264,0,88,0,3260,45
5138,345,1,322,1000,43,73,336,135,436,0,250,224,2072,76
5139,60,1,3561,900,259,157,98,382,266,0,396,650,3270,32
5140,36,1,27,499,1813,18,0,185,313,0,600,954,72,177
5141,466,0,1,1000,329,395,710,67,533,0,805,0,880,0
5142,98,1,5,1099,216,217,170,185,558,0,400,18,336,31
5143,89,1,13,1900,160,544,176,230,971,0,198,0,556,0
5144,892,1,103,8400,1382,145,2188,49,3193,0,852,5983,676,0
5145,67,1,3,4543,535,39,0,27,2184,0,52,126,155,0
5146,93,1,82,700,1342,60,434,17,481,0,1252,799,73,0
5147,64,1,5,2700,1407,25,432,104,1458,0,8,9,8,9
5148,198,1,7,798,320,101,662,148,246,0,68,0,372,0
5149,31,1,2,4400,269,26,452,70,3249,0,570,106,25,12
5150,3,1,4,18300,1601,414,6202,103,11785,0,7109,10000,782,81
5151,21,1,4,1900,712,26,1116,14,1886,0,258,0,3970,0
5152,31,1,1,800,98,4,348,44,343,0,19,0,405,0
5153,3,1,5,2400,1,5,436,2248,0,0,1216,0,316,0
5154,15,1,2,752,10,37,0,482,0,0,19,0,778,4
5155,92,1,1152,199,296,94,112,49,47,0,1454,1595,88,92
5156,30,1,17,2400,1469,295,1990,70,2116,0,6,0,30,0
5157,28,1,3,600,185,18,0,98,409,0,26,284,373,9
5158,380,1,10,1778,1,858,0,47,350,0,22,4,394,0
5159,11,1,1,699,200,27,0,82,323,0,303,0,278,0
5160,30,1,122,600,285,38,16,36,390,0,3,0,241,8
5161,14,1,11,1469,68,2,0,34,1398,0,3,2,53,4
5162,43,1,4,900,45,7,0,52,547,0,71,1208,37,28
5163,43,1,241,726,58,24,276,384,74,0,223,0,426,0
5164,110,1,41,444,729,25,588,133,256,0,373,2099,212,12
5165,59,1,8,6002,530,28,0,276,5723,0,1847,934,783,8
5166,6,1,579,143,14,64,42,40,103,0,7,0,19,0
5167,13,1,3,500,193,32,96,5,495,0,0,0,37,0
5168,1910,1,7,4725,31,675,394,22,399,0,103,0,166,0
5169,230,1,47,800,1029,82,240,43,757,0,33,0,1213,0
5170,279,1,21,500,127,242,538,34,466,0,716,0,1257,0
5171,89,1,4763,201,950,257,174,38,56,0,323,555,714,5
5172,909,1,9,800,155,706,652,409,88,0,204,44,5851,51
5173,389,1,42,900,932,428,858,9,814,0,0,0,0,0
5174,71,0,160,700,678,45,836,13,492,0,24,0,214,0
5175,246,1,2,4599,3717,69,1276,0,4386,0,150,208,279,0
5176,319,1,935,200,201,216,194,36,52,0,185,0,138,0
5177,81,1,1,1100,309,102,440,47,925,0,57,23,356,16
5178,21,1,7593,78,826,18,22,9,29,0,4,0,19,30
5179,66,1,7,500,894,60,212,223,277,0,474,0,1007,0
5180,78,1,15,2165,18,433,226,87,572,0,24,0,54,0
5181,252,1,146,700,307,108,164,202,244,0,541,1496,1193,0
5182,266,1,56,1500,724,140,442,11,1102,0,384,0,35,17
5183,10,1,203,500,183,132,86,23,310,0,133,196,342,0
5184,2,1,33,1198,658,163,220,43,797,0,61,0,39,0
5185,131,1,97,1160,992,74,0,8,574,0,126,0,154,25
5186,654,0,11,899,434,1131,434,224,364,0,724,0,6396,0
5187,0,1,1,600,136,16,548,16,584,0,0,0,13,0
5188,300,1,97,500,1136,506,810,135,365,0,826,364,4315,0
5189,9,1,1,7600,446,66,168,24,4695,0,9,30,2,39
5190,1,1,197,499,1185,233,590,17,482,0,408,0,2108,0
5191,17,1,9,764,393,20,68,32,490,0,2,0,19,0
5192,618,1,197,600,238,559,1358,177,423,0,780,780,984,0
5193,66,1,71,2700,1202,1428,2002,49,1395,0,441,692,320,0
5194,23,1,3,772,36,12,0,15,462,0,2,19,37,9
5195,140,1,8,600,4473,21,248,213,223,0,561,0,651,17
5196,3,1,26,1200,164,9,308,14,857,0,17,0,45,0
5197,254,1,115,599,275,63,504,254,186,0,325,0,222,13
5198,0,1,7,4100,182,15,484,30,3348,0,156,0,253,0
5199,243,1,2,3877,42,2199,0,545,684,0,457,0,1836,47
5200,146,1,80,700,29,5,502,49,508,0,38,133,1727,33
5201,102,1,8,31899,164,48,0,429,2441,0,1243,10000,2898,0
5202,119,1,11,16919,87,1198,0,120,577,0,21,260,5493,6
5203,36,0,10,500,879,11,316,23,477,0,27,0,22,0
5204,374,1,128,2500,3119,113,9790,29,2296,0,739,584,16,0
5205,611,1,1078,500,329,21,0,351,81,0,14,87,265,0
5206,137,1,24,900,1235,26,440,47,325,0,119,255,699,0
5207,17,0,1,1100,382,5,136,110,414,0,359,0,149,0
5208,0,1,4,377,80,3,0,5,371,0,0,0,26,0
5209,3,1,2,1498,481,316,0,13,806,0,4,48,26,2
5210,38,1,1,1300,191,22,88,37,1029,0,1,0,78,16
5211,463,1,28,9733,1063,10,0,436,6961,0,106,0,454,0
5212,75,1,1250,1599,12289,30,164,390,1209,0,48,157,2206,0
5213,3,1,3,1064,163,43,644,92,972,0,67,0,35,11
5214,18,1,33,387,1232,40,0,7,380,0,19,0,17,0
5215,161,1,638,400,632,32,0,52,188,0,235,175,84,6
5216,193,1,412,300,542,329,318,1,270,0,65,0,45,0
5217,652,1,8,498,947,308,384,29,469,0,182,0,396,0
5218,86,1,7,2575,339,133,0,25,446,0,353,0,1198,0
5219,498,1,73,1200,216,52,0,39,394,0,135,26,516,31
5220,349,1,4399,200,406,362,220,45,57,0,302,0,746,0
5221,558,1,138,6734,431,574,0,295,26,0,489,1295,2141,80
5222,131,1,390,2658,834,248,260,10,285,0,1657,0,222,90
5223,90,1,1640,200,184,11,12,6,28,0,123,520,136,12
5224,1097,1,38,3671,210,1837,0,471,166,0,450,282,1561,68
